--------- beginning of main
173,851,15,2,0,0,0,19,15,7,2,2,0,26,15,48,6,6,0,67
178,876,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
183,901,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
188,926,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
193,951,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
198,976,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
204,1001,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
209,1026,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
214,1051,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
219,1076,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
224,1101,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
229,1126,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
234,1151,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
239,1176,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
244,1201,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
249,1226,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
254,1251,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
260,1276,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
265,1301,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
270,1326,15,2,0,0,0,18,15,7,2,2,0,26,15,48,6,6,0,67
275,1351,15,2,0,0,0,18,15,7,2,1,0,26,15,48,6,6,0,67
280,1376,15,2,0,0,0,18,15,7,2,1,0,26,15,48,6,6,0,67
285,1401,15,2,0,0,0,18,15,7,2,1,0,26,15,48,5,5,0,67
290,1426,15,2,0,0,0,18,15,7,2,1,0,26,15,48,5,5,0,67
295,1451,15,2,0,0,0,18,15,7,2,1,0,26,15,48,5,5,0,67
300,1476,15,2,0,0,0,18,15,7,2,1,0,26,15,48,5,5,0,67
305,1501,15,2,0,0,0,18,15,7,1,1,0,26,15,48,5,5,0,67
310,1526,15,2,0,0,0,18,15,7,1,1,0,26,15,48,5,5,0,67
315,1551,15,2,0,0,0,18,15,7,1,1,0,26,15,48,5,5,0,67
321,1576,15,2,0,0,0,18,15,7,1,1,0,26,15,48,5,5,0,67
326,1601,15,2,0,0,0,18,15,7,1,1,0,26,15,48,5,5,0,67
331,1626,15,2,0,0,0,18,15,7,1,1,0,26,15,48,5,5,0,67
336,1651,15,2,0,0,0,18,15,7,1,1,0,26,15,48,5,5,0,67
341,1676,15,2,0,0,0,18,15,7,1,1,0,26,15,48,5,5,0,67
346,1701,15,2,0,0,0,18,15,7,1,1,0,26,15,48,5,5,0,67
351,1726,15,1,0,0,0,16,15,7,1,1,0,26,15,28,5,5,0,47
Time(s),N,MIN_Sensor,MIN_Serial,MIN_Algo,MIN_TTS,MIN_BT,MIN_Total,AVG_Sensor,AVG_Serial,AVG_Algo,AVG_TTS,AVG_BT,AVG_Total,MAX_Sensor,MAX_Serial,MAX_Algo,MAX_TTS,MAX_BT,MAX_Total
1,1,15,16,9,9,0,49,15,16,9,9,0,49,15,16,9,9,0,49
2,6,15,16,1,1,0,33,15,16,3,3,0,38,15,16,9,9,0,49
3,11,15,3,1,1,0,22,15,14,3,3,0,35,15,21,9,9,0,49
4,16,15,3,1,1,0,22,15,15,3,3,0,37,15,21,9,9,0,49
5,21,15,3,1,1,0,22,15,13,3,3,0,35,15,21,9,9,0,49
6,26,15,3,1,1,0,22,15,12,3,3,0,33,15,21,9,9,0,49
7,31,15,3,1,1,0,22,15,10,3,3,0,32,15,21,9,9,0,49
8,36,15,3,1,1,0,22,15,10,3,3,0,31,15,21,9,9,0,49
9,41,15,3,1,1,0,22,15,9,3,3,0,31,15,21,9,9,0,49
10,46,15,3,1,1,0,22,15,8,3,3,0,30,15,21,9,9,0,49
11,51,15,3,1,1,0,22,15,8,3,3,0,30,15,21,9,9,0,49
12,56,15,3,1,1,0,21,15,8,3,3,0,29,15,21,9,9,0,49
13,61,15,3,1,1,0,21,15,7,3,3,0,29,15,21,9,9,0,49
14,66,15,3,1,1,0,21,15,8,3,3,0,29,15,21,9,9,0,49
15,71,15,3,1,1,0,21,15,8,3,3,0,29,15,21,9,9,0,49
16,76,15,3,0,0,0,19,15,7,3,3,0,29,15,21,9,9,0,49
17,81,15,3,0,0,0,19,15,7,3,3,0,28,15,21,9,9,0,49
18,86,15,3,0,0,0,19,15,7,3,2,0,29,15,21,9,9,0,49
19,91,15,3,0,0,0,19,15,7,3,2,0,28,15,21,9,9,0,49
20,96,15,3,0,0,0,19,15,7,3,2,0,28,15,21,9,9,0,49
21,101,15,3,0,0,0,19,15,7,2,2,0,28,15,21,9,9,0,49
22,106,15,3,0,0,0,19,15,7,2,2,0,28,15,21,9,9,0,49
23,111,15,3,0,0,0,19,15,7,2,2,0,28,15,21,9,9,0,49
24,116,15,3,0,0,0,19,15,7,2,2,0,27,15,21,9,9,0,49
25,121,15,3,0,0,0,19,15,7,2,2,0,27,15,21,9,9,0,49
26,126,15,3,0,0,0,19,15,6,2,2,0,27,15,21,9,9,0,49
27,131,15,3,0,0,0,19,15,6,2,2,0,27,15,21,9,9,0,49
28,136,15,3,0,0,0,19,15,6,2,2,0,27,15,21,9,9,0,49
30,141,15,3,0,0,0,19,15,6,2,2,0,27,15,21,9,9,0,49
